,traveller_unique_ID,Passage_unique_ID,passage_timestamp,air_mode,referral_to_secondary_ind,location_code,loc_encode,last_90d_air_passage_count,last_90d_referral_count,last_90d_location_count
7424,B,21188,2015-11-21T04:11:18Z,True,0,L2,1,79.0,21.0,6.0
7425,D,21189,2015-11-21T05:01:44Z,True,0,L4,3,94.0,0.0,6.0
7426,F,21190,2015-11-21T16:40:56Z,False,0,L1,0,0.0,0.0,7.0
7427,H,21191,2015-11-21T17:27:17Z,False,0,L3,2,0.0,0.0,6.0
7428,I,21192,2015-11-21T22:07:55Z,False,0,L4,3,0.0,0.0,6.0
7429,N,21193,2015-11-21T23:53:54Z,True,0,L1,0,1.0,0.0,1.0
7430,F,21194,2015-11-22T00:12:07Z,False,0,L6,5,0.0,0.0,7.0
7431,J,21195,2015-11-22T00:24:01Z,False,0,L3,2,0.0,0.0,6.0
7432,I,21196,2015-11-22T01:55:28Z,False,0,L4,3,0.0,0.0,6.0
7433,E,21197,2015-11-22T02:34:34Z,True,0,L1,0,73.0,0.0,6.0
7434,D,21198,2015-11-22T04:51:43Z,True,0,L4,3,94.0,0.0,6.0
7435,F,21199,2015-11-22T15:44:38Z,False,0,L1,0,0.0,0.0,7.0
7436,I,21200,2015-11-22T16:26:25Z,False,0,L1,0,0.0,0.0,6.0
7437,F,21201,2015-11-22T17:51:44Z,False,0,L1,0,0.0,0.0,7.0
7438,E,21202,2015-11-22T19:19:13Z,True,0,L1,0,74.0,0.0,6.0
7439,B,21203,2015-11-23T00:49:02Z,True,1,L3,2,77.0,21.0,6.0
7440,I,21204,2015-11-23T01:48:10Z,False,0,L1,0,0.0,0.0,6.0
7441,J,21205,2015-11-23T10:31:23Z,False,0,L2,1,0.0,0.0,6.0
7442,J,21206,2015-11-23T11:34:11Z,False,0,L1,0,0.0,0.0,6.0
7443,J,21207,2015-11-23T12:28:41Z,False,0,L1,0,0.0,0.0,6.0
7444,G,21208,2015-11-23T14:37:19Z,False,0,L2,1,0.0,0.0,6.0
7445,J,21209,2015-11-23T15:52:52Z,False,0,L1,0,0.0,0.0,6.0
7446,H,21210,2015-11-23T16:09:30Z,False,0,L1,0,0.0,0.0,6.0
7447,I,21211,2015-11-23T16:19:44Z,False,0,L1,0,0.0,0.0,6.0
7448,I,21212,2015-11-23T18:57:26Z,False,0,L1,0,0.0,0.0,6.0
7449,H,21213,2015-11-23T19:38:57Z,False,0,L5,4,0.0,0.0,6.0
7450,G,21214,2015-11-23T20:28:21Z,False,0,L5,4,0.0,0.0,6.0
7451,C,21215,2015-11-23T22:11:48Z,False,1,L3,2,0.0,12.0,6.0
7452,G,21216,2015-11-23T22:18:19Z,False,0,L4,3,0.0,0.0,6.0
7453,J,21217,2015-11-23T22:38:35Z,False,0,L1,0,0.0,0.0,6.0
7454,I,21218,2015-11-23T22:55:12Z,False,0,L4,3,0.0,0.0,6.0
7455,F,21219,2015-11-23T23:21:41Z,False,0,L1,0,0.0,0.0,7.0
7456,J,21220,2015-11-23T23:56:22Z,False,0,L2,1,0.0,0.0,6.0
7457,G,21221,2015-11-24T00:12:07Z,False,0,L5,4,0.0,0.0,6.0
7458,H,21222,2015-11-24T02:09:54Z,False,0,L5,4,0.0,0.0,6.0
7459,I,21223,2015-11-24T02:13:04Z,False,0,L3,2,0.0,0.0,6.0
7460,G,21224,2015-11-24T02:37:54Z,False,0,L2,1,0.0,0.0,6.0
7461,D,21225,2015-11-24T04:46:39Z,True,0,L6,5,93.0,0.0,6.0
7462,F,21226,2015-11-24T15:54:01Z,False,0,L1,0,0.0,0.0,7.0
7463,I,21227,2015-11-24T16:26:06Z,False,0,L1,0,0.0,0.0,6.0
7464,H,21228,2015-11-24T16:49:02Z,False,0,L4,3,0.0,0.0,6.0
7465,I,21229,2015-11-24T17:33:26Z,False,0,L1,0,0.0,0.0,6.0
7466,G,21230,2015-11-24T19:20:48Z,False,0,L4,3,0.0,0.0,6.0
7467,G,21231,2015-11-24T20:41:44Z,False,0,L1,0,0.0,0.0,6.0
7468,I,21232,2015-11-24T21:34:37Z,False,0,L1,0,0.0,0.0,6.0
7469,C,21233,2015-11-24T21:40:43Z,False,1,L1,0,0.0,13.0,6.0
7470,H,21234,2015-11-24T21:59:19Z,False,0,L1,0,0.0,0.0,6.0
7471,G,21235,2015-11-24T22:46:06Z,False,0,L2,1,0.0,0.0,6.0
7472,H,21236,2015-11-24T22:52:33Z,False,0,L3,2,0.0,0.0,6.0
7473,F,21237,2015-11-25T00:39:35Z,False,0,L1,0,0.0,0.0,7.0
7474,G,21238,2015-11-25T01:26:27Z,False,0,L4,3,0.0,0.0,6.0
7475,I,21239,2015-11-25T02:54:01Z,False,0,L1,0,0.0,0.0,6.0
7476,G,21240,2015-11-25T03:02:06Z,False,0,L4,3,0.0,0.0,6.0
7477,B,21241,2015-11-25T05:50:00Z,True,1,L1,0,76.0,22.0,6.0
7478,F,21242,2015-11-25T15:49:40Z,False,0,L2,1,0.0,0.0,7.0
7479,H,21243,2015-11-25T16:12:03Z,False,0,L2,1,0.0,0.0,6.0
7480,I,21244,2015-11-25T16:21:35Z,False,0,L1,0,0.0,0.0,6.0
7481,G,21245,2015-11-25T17:37:41Z,False,0,L1,0,0.0,0.0,6.0
7482,I,21246,2015-11-25T18:14:30Z,False,0,L6,5,0.0,0.0,6.0
7483,G,21247,2015-11-25T21:07:15Z,False,0,L1,0,0.0,0.0,6.0
7484,I,21248,2015-11-25T21:52:20Z,False,0,L1,0,0.0,0.0,6.0
7485,C,21249,2015-11-25T22:19:25Z,False,1,L3,2,0.0,14.0,6.0
7486,J,21250,2015-11-25T22:35:05Z,False,0,L5,4,0.0,0.0,6.0
7487,H,21251,2015-11-25T22:56:15Z,False,0,L1,0,0.0,0.0,6.0
7488,I,21252,2015-11-26T00:22:54Z,False,0,L1,0,0.0,0.0,6.0
7489,B,21253,2015-11-26T00:31:17Z,True,1,L2,1,76.0,23.0,6.0
7490,G,21254,2015-11-26T01:22:06Z,False,0,L3,2,0.0,0.0,6.0
7491,E,21255,2015-11-26T01:23:03Z,True,0,L4,3,69.0,0.0,6.0
7492,D,21256,2015-11-26T04:52:11Z,True,0,L1,0,92.0,0.0,6.0
7493,G,21257,2015-11-26T14:26:16Z,False,0,L2,1,0.0,0.0,6.0
7494,F,21258,2015-11-26T15:47:23Z,False,0,L1,0,0.0,0.0,7.0
7495,I,21259,2015-11-26T16:25:23Z,False,0,L4,3,0.0,0.0,6.0
7496,L,21260,2015-11-26T16:39:18Z,True,0,L1,0,3.0,0.0,2.0
7497,H,21261,2015-11-26T16:51:18Z,False,0,L1,0,0.0,0.0,6.0
7498,G,21262,2015-11-26T17:32:54Z,False,0,L4,3,0.0,0.0,6.0
7499,I,21263,2015-11-26T18:24:43Z,False,0,L3,2,0.0,0.0,6.0
7500,E,21264,2015-11-26T19:18:59Z,True,0,L5,4,70.0,0.0,6.0
7501,H,21265,2015-11-26T22:46:31Z,False,0,L1,0,0.0,0.0,6.0
7502,I,21266,2015-11-26T23:19:19Z,False,0,L4,3,0.0,0.0,6.0
7503,G,21267,2015-11-26T23:28:26Z,False,0,L1,0,0.0,0.0,6.0
7504,G,21268,2015-11-27T01:13:36Z,False,0,L1,0,0.0,0.0,6.0
7505,I,21269,2015-11-27T02:11:27Z,False,0,L1,0,0.0,0.0,6.0
7506,I,21270,2015-11-27T03:01:49Z,False,0,L1,0,0.0,0.0,6.0
7507,E,21271,2015-11-27T04:09:11Z,True,0,L3,2,70.0,0.0,6.0
7508,D,21272,2015-11-27T04:36:33Z,True,0,L3,2,91.0,0.0,6.0
7509,B,21273,2015-11-27T04:37:18Z,True,1,L2,1,76.0,24.0,6.0
7510,H,21274,2015-11-27T16:11:49Z,False,0,L5,4,0.0,0.0,6.0
7511,I,21275,2015-11-27T16:34:57Z,False,0,L4,3,0.0,0.0,6.0
7512,F,21276,2015-11-27T17:41:07Z,False,0,L1,0,0.0,0.0,7.0
7513,E,21277,2015-11-27T20:15:11Z,True,0,L3,2,71.0,0.0,6.0
7514,G,21278,2015-11-27T20:39:16Z,False,0,L1,0,0.0,0.0,6.0
7515,C,21279,2015-11-27T21:40:08Z,False,1,L4,3,0.0,15.0,6.0
7516,G,21280,2015-11-27T23:06:25Z,False,0,L5,4,0.0,0.0,6.0
7517,I,21281,2015-11-27T23:39:18Z,False,0,L2,1,0.0,0.0,6.0
7518,I,21282,2015-11-28T00:12:58Z,False,0,L2,1,0.0,0.0,6.0
7519,G,21283,2015-11-28T01:18:19Z,False,0,L1,0,0.0,0.0,6.0
7520,D,21284,2015-11-28T04:18:44Z,True,0,L3,2,91.0,0.0,6.0
7521,G,21285,2015-11-28T04:32:45Z,False,0,L1,0,0.0,0.0,6.0
7522,N,21286,2015-11-28T05:43:31Z,True,0,L4,3,2.0,0.0,1.0
7523,G,21287,2015-11-28T08:00:33Z,False,0,L3,2,0.0,0.0,6.0
7524,F,21288,2015-11-28T15:08:28Z,False,0,L3,2,0.0,0.0,7.0
7525,H,21289,2015-11-28T17:26:21Z,False,0,L5,4,0.0,0.0,6.0
7526,I,21290,2015-11-28T21:09:21Z,False,0,L4,3,0.0,0.0,6.0
7527,H,21291,2015-11-28T21:23:01Z,False,0,L1,0,0.0,0.0,6.0
7528,B,21292,2015-11-29T00:39:09Z,True,1,L3,2,75.0,25.0,6.0
7529,F,21293,2015-11-29T01:16:23Z,False,0,L4,3,0.0,0.0,7.0
7530,I,21294,2015-11-29T16:43:41Z,False,0,L3,2,0.0,0.0,6.0
7531,C,21295,2015-11-29T16:52:46Z,False,1,L4,3,0.0,16.0,6.0
7532,F,21296,2015-11-29T19:06:18Z,False,0,L2,1,0.0,0.0,7.0
7533,I,21297,2015-11-29T23:06:46Z,False,0,L1,0,0.0,0.0,6.0
7534,E,21298,2015-11-30T00:14:01Z,True,0,L3,2,69.0,0.0,6.0
7535,D,21299,2015-11-30T04:18:46Z,True,0,L4,3,90.0,0.0,6.0
7536,G,21300,2015-11-30T14:34:36Z,False,0,L1,0,0.0,0.0,6.0
7537,F,21301,2015-11-30T15:55:30Z,False,0,L1,0,0.0,0.0,7.0
7538,H,21302,2015-11-30T16:13:40Z,False,0,L5,4,0.0,0.0,6.0
7539,I,21303,2015-11-30T16:22:24Z,False,0,L1,0,0.0,0.0,6.0
7540,I,21304,2015-11-30T19:06:49Z,False,0,L1,0,0.0,0.0,6.0
7541,G,21305,2015-11-30T20:36:43Z,False,0,L4,3,0.0,0.0,6.0
7542,C,21306,2015-11-30T22:30:49Z,False,1,L1,0,0.0,17.0,6.0
7543,F,21307,2015-11-30T22:55:05Z,False,0,L1,0,0.0,0.0,7.0
7544,I,21308,2015-11-30T23:00:05Z,False,0,L1,0,0.0,0.0,6.0
7545,G,21309,2015-11-30T23:21:41Z,False,0,L3,2,0.0,0.0,6.0
7546,B,21310,2015-12-01T00:49:37Z,True,1,L4,3,74.0,25.0,6.0
7547,H,21311,2015-12-01T01:22:26Z,False,0,L3,2,0.0,0.0,6.0
7548,G,21312,2015-12-01T02:21:34Z,False,0,L3,2,0.0,0.0,6.0
7549,F,21313,2015-12-01T03:43:57Z,False,0,L3,2,0.0,0.0,7.0
7550,G,21314,2015-12-01T03:54:28Z,False,0,L1,0,0.0,0.0,6.0
7551,D,21315,2015-12-01T04:48:31Z,True,0,L4,3,90.0,0.0,6.0
7552,F,21316,2015-12-01T15:55:08Z,False,0,L6,5,0.0,0.0,7.0
7553,I,21317,2015-12-01T16:28:16Z,False,0,L2,1,0.0,0.0,6.0
7554,H,21318,2015-12-01T16:46:46Z,False,0,L1,0,0.0,0.0,6.0
7555,I,21319,2015-12-01T18:12:22Z,False,0,L1,0,0.0,0.0,6.0
7556,B,21320,2015-12-01T18:47:01Z,True,1,L1,0,75.0,26.0,6.0
7557,G,21321,2015-12-01T21:33:05Z,False,0,L3,2,0.0,0.0,6.0
7558,H,21322,2015-12-01T22:06:36Z,False,0,L1,0,0.0,0.0,6.0
7559,F,21323,2015-12-01T22:14:21Z,False,0,L2,1,0.0,0.0,7.0
7560,I,21324,2015-12-01T22:56:29Z,False,0,L3,2,0.0,0.0,6.0
7561,G,21325,2015-12-02T00:09:50Z,False,0,L4,3,0.0,0.0,6.0
7562,E,21326,2015-12-02T00:23:05Z,True,0,L1,0,69.0,0.0,6.0
7563,F,21327,2015-12-02T02:33:00Z,False,0,L1,0,0.0,0.0,7.0
7564,G,21328,2015-12-02T02:35:14Z,False,0,L3,2,0.0,0.0,6.0
7565,C,21329,2015-12-02T03:13:57Z,False,1,L4,3,0.0,18.0,6.0
7566,G,21330,2015-12-02T04:33:00Z,False,0,L1,0,0.0,0.0,6.0
7567,D,21331,2015-12-02T04:44:41Z,True,0,L1,0,90.0,0.0,6.0
7568,G,21332,2015-12-02T14:02:34Z,False,0,L5,4,0.0,0.0,6.0
7569,H,21333,2015-12-02T16:13:19Z,False,0,L1,0,0.0,0.0,6.0
7570,F,21334,2015-12-02T17:15:36Z,False,0,L4,3,0.0,0.0,7.0
7571,I,21335,2015-12-02T17:22:56Z,False,0,L1,0,0.0,0.0,6.0
7572,G,21336,2015-12-02T18:29:25Z,False,0,L6,5,0.0,0.0,6.0
7573,E,21337,2015-12-02T22:16:16Z,True,0,L2,1,70.0,0.0,6.0
7574,C,21338,2015-12-02T22:20:42Z,False,1,L3,2,0.0,19.0,6.0
7575,G,21339,2015-12-02T23:10:12Z,False,0,L2,1,0.0,0.0,6.0
7576,F,21340,2015-12-02T23:15:47Z,False,0,L4,3,0.0,0.0,7.0
7577,B,21341,2015-12-02T23:21:13Z,True,1,L4,3,75.0,27.0,6.0
7578,H,21342,2015-12-02T23:37:19Z,False,0,L4,3,0.0,0.0,6.0
7579,I,21343,2015-12-03T00:02:54Z,False,0,L1,0,0.0,0.0,6.0
7580,G,21344,2015-12-03T02:52:34Z,False,0,L3,2,0.0,0.0,6.0
7581,D,21345,2015-12-03T04:47:41Z,True,0,L1,0,90.0,0.0,6.0
7582,G,21346,2015-12-03T14:45:32Z,False,0,L1,0,0.0,0.0,6.0
7583,F,21347,2015-12-03T15:53:25Z,False,0,L1,0,0.0,0.0,7.0
7584,I,21348,2015-12-03T16:27:13Z,False,0,L1,0,0.0,0.0,6.0
7585,H,21349,2015-12-03T16:46:53Z,False,0,L1,0,0.0,0.0,6.0
7586,B,21350,2015-12-03T19:03:10Z,True,1,L5,4,75.0,28.0,6.0
7587,I,21351,2015-12-03T19:11:18Z,False,0,L4,3,0.0,0.0,6.0
7588,F,21352,2015-12-03T21:24:26Z,False,0,L4,3,0.0,0.0,7.0
7589,H,21353,2015-12-03T22:04:38Z,False,0,L1,0,0.0,0.0,6.0
7590,G,21354,2015-12-03T22:04:41Z,False,0,L1,0,0.0,0.0,6.0
7591,C,21355,2015-12-03T22:37:16Z,False,1,L1,0,0.0,20.0,6.0
7592,I,21356,2015-12-03T23:15:49Z,False,0,L1,0,0.0,0.0,6.0
7593,F,21357,2015-12-04T00:21:40Z,False,0,L4,3,0.0,0.0,7.0
7594,G,21358,2015-12-04T02:04:09Z,False,0,L4,3,0.0,0.0,6.0
7595,I,21359,2015-12-04T02:17:10Z,False,0,L3,2,0.0,0.0,6.0
7596,F,21360,2015-12-04T03:05:32Z,False,0,L2,1,0.0,0.0,7.0
7597,D,21361,2015-12-04T04:48:23Z,True,0,L1,0,89.0,0.0,6.0
7598,B,21362,2015-12-04T05:16:05Z,True,1,L4,3,75.0,29.0,6.0
7599,F,21363,2015-12-04T15:59:15Z,False,0,L6,5,0.0,0.0,7.0
7600,H,21364,2015-12-04T16:09:00Z,False,0,L4,3,0.0,0.0,6.0
7601,I,21365,2015-12-04T16:40:10Z,False,0,L4,3,0.0,0.0,6.0
7602,C,21366,2015-12-04T22:26:07Z,False,1,L1,0,0.0,21.0,6.0
7603,I,21367,2015-12-04T22:51:02Z,False,0,L1,0,0.0,0.0,6.0
7604,G,21368,2015-12-04T23:56:17Z,False,0,L1,0,0.0,0.0,6.0
7605,I,21369,2015-12-05T01:49:46Z,False,0,L4,3,0.0,0.0,6.0
7606,F,21370,2015-12-05T03:07:10Z,False,0,L1,0,0.0,0.0,7.0
7607,G,21371,2015-12-05T03:57:26Z,False,1,L1,0,0.0,0.0,6.0
7608,D,21372,2015-12-05T04:50:42Z,True,0,L3,2,89.0,0.0,6.0
7609,G,21373,2015-12-05T05:56:37Z,False,0,L4,3,0.0,1.0,6.0
7610,B,21374,2015-12-05T06:11:53Z,True,1,L1,0,76.0,30.0,6.0
7611,F,21375,2015-12-05T16:48:39Z,False,0,L1,0,0.0,0.0,7.0
7612,C,21376,2015-12-05T16:49:19Z,False,1,L4,3,0.0,22.0,6.0
7613,H,21377,2015-12-05T17:24:49Z,False,0,L4,3,0.0,0.0,6.0
7614,F,21378,2015-12-05T17:38:35Z,False,0,L1,0,0.0,0.0,7.0
7615,E,21379,2015-12-05T17:54:08Z,True,0,L4,3,69.0,0.0,6.0
7616,G,21380,2015-12-05T20:54:15Z,False,0,L4,3,0.0,1.0,6.0
7617,F,21381,2015-12-05T21:11:39Z,False,0,L6,5,0.0,0.0,7.0
7618,I,21382,2015-12-05T22:21:19Z,False,0,L5,4,0.0,0.0,6.0
7619,G,21383,2015-12-05T23:26:17Z,False,0,L1,0,0.0,1.0,6.0
7620,E,21384,2015-12-06T00:03:12Z,True,0,L5,4,70.0,0.0,6.0
7621,B,21385,2015-12-06T03:50:40Z,True,1,L3,2,76.0,31.0,6.0
7622,D,21386,2015-12-06T04:47:43Z,True,0,L4,3,89.0,0.0,6.0
7623,E,21387,2015-12-06T17:09:25Z,True,0,L4,3,71.0,0.0,6.0
7624,F,21388,2015-12-06T18:32:02Z,False,0,L1,0,0.0,0.0,7.0
7625,I,21389,2015-12-06T20:14:18Z,False,0,L1,0,0.0,0.0,6.0
7626,H,21390,2015-12-06T22:40:49Z,False,0,L3,2,0.0,0.0,6.0
7627,H,21391,2015-12-06T23:34:31Z,False,0,L3,2,0.0,0.0,6.0
7628,I,21392,2015-12-06T23:59:26Z,False,0,L4,3,0.0,0.0,6.0
7629,D,21393,2015-12-07T04:51:12Z,True,0,L2,1,89.0,0.0,6.0
7630,F,21394,2015-12-07T15:58:20Z,False,0,L1,0,0.0,0.0,7.0
7631,I,21395,2015-12-07T16:30:23Z,False,0,L1,0,0.0,0.0,6.0
7632,G,21396,2015-12-07T18:50:09Z,False,0,L5,4,0.0,1.0,6.0
7633,H,21397,2015-12-07T20:44:25Z,False,0,L5,4,0.0,0.0,6.0
7634,C,21398,2015-12-07T22:13:30Z,False,1,L5,4,0.0,23.0,6.0
7635,F,21399,2015-12-07T22:25:22Z,False,0,L1,0,0.0,0.0,7.0
7636,I,21400,2015-12-07T23:10:18Z,False,0,L1,0,0.0,0.0,6.0
7637,G,21401,2015-12-07T23:43:09Z,False,0,L1,0,0.0,1.0,6.0
7638,H,21402,2015-12-07T23:49:02Z,False,0,L6,5,0.0,0.0,6.0
7639,F,21403,2015-12-08T00:53:10Z,False,0,L1,0,0.0,0.0,7.0
7640,B,21404,2015-12-08T01:33:24Z,True,1,L1,0,76.0,31.0,6.0
7641,G,21405,2015-12-08T01:41:53Z,False,0,L1,0,0.0,1.0,6.0
7642,F,21406,2015-12-08T02:20:57Z,False,0,L3,2,0.0,0.0,7.0
7643,I,21407,2015-12-08T02:48:18Z,False,0,L1,0,0.0,0.0,6.0
7644,F,21408,2015-12-08T04:15:28Z,False,0,L1,0,0.0,0.0,7.0
7645,D,21409,2015-12-08T05:01:04Z,True,0,L3,2,89.0,0.0,6.0
7646,F,21410,2015-12-08T15:55:23Z,False,0,L4,3,0.0,0.0,7.0
7647,I,21411,2015-12-08T16:23:48Z,False,0,L5,4,0.0,0.0,6.0
7648,I,21412,2015-12-08T17:13:45Z,False,0,L1,0,0.0,0.0,6.0
7649,G,21413,2015-12-08T17:18:22Z,False,0,L4,3,0.0,1.0,6.0
7650,E,21414,2015-12-08T20:15:08Z,True,0,L1,0,71.0,0.0,6.0
7651,G,21415,2015-12-08T20:48:41Z,False,0,L5,4,0.0,1.0,6.0
7652,F,21416,2015-12-08T21:58:13Z,False,0,L1,0,0.0,0.0,7.0
7653,C,21417,2015-12-08T22:17:53Z,False,0,L6,5,0.0,24.0,6.0
7654,I,21418,2015-12-08T22:59:35Z,False,0,L3,2,0.0,0.0,6.0
7655,H,21419,2015-12-08T23:22:12Z,False,0,L3,2,0.0,0.0,6.0
7656,F,21420,2015-12-09T00:31:46Z,False,0,L3,2,0.0,0.0,7.0
7657,I,21421,2015-12-09T00:52:51Z,False,0,L3,2,0.0,0.0,6.0
7658,G,21422,2015-12-09T00:57:34Z,False,0,L5,4,0.0,1.0,6.0
7659,G,21423,2015-12-09T02:56:59Z,False,0,L3,2,0.0,1.0,6.0
7660,D,21424,2015-12-09T04:47:28Z,True,0,L3,2,90.0,0.0,6.0
7661,B,21425,2015-12-09T05:45:11Z,True,1,L4,3,76.0,31.0,6.0
7662,G,21426,2015-12-09T14:29:18Z,False,0,L4,3,0.0,1.0,6.0
7663,F,21427,2015-12-09T15:57:15Z,False,0,L4,3,0.0,0.0,7.0
7664,I,21428,2015-12-09T16:16:53Z,False,0,L4,3,0.0,0.0,6.0
7665,I,21429,2015-12-09T18:33:14Z,False,0,L1,0,0.0,0.0,6.0
7666,B,21430,2015-12-09T19:37:01Z,True,1,L6,5,77.0,32.0,6.0
7667,F,21431,2015-12-09T20:27:32Z,False,0,L1,0,0.0,0.0,7.0
7668,G,21432,2015-12-09T20:36:46Z,False,0,L5,4,0.0,1.0,6.0
7669,H,21433,2015-12-09T20:41:49Z,False,0,L1,0,0.0,0.0,6.0
7670,C,21434,2015-12-09T22:01:06Z,False,1,L4,3,0.0,24.0,6.0
7671,F,21435,2015-12-09T23:17:00Z,False,0,L1,0,0.0,0.0,7.0
7672,E,21436,2015-12-09T23:35:30Z,True,0,L2,1,70.0,0.0,6.0
7673,I,21437,2015-12-10T00:14:29Z,False,0,L1,0,0.0,0.0,6.0
7674,G,21438,2015-12-10T01:05:09Z,False,0,L3,2,0.0,1.0,6.0
7675,F,21439,2015-12-10T01:18:08Z,False,0,L3,2,0.0,0.0,7.0
7676,F,21440,2015-12-10T02:49:03Z,False,0,L4,3,0.0,0.0,7.0
7677,I,21441,2015-12-10T03:32:09Z,False,0,L4,3,0.0,0.0,6.0
7678,D,21442,2015-12-10T04:46:45Z,True,0,L1,0,90.0,0.0,6.0
7679,F,21443,2015-12-10T15:59:05Z,False,0,L4,3,0.0,0.0,7.0
7680,I,21444,2015-12-10T16:13:32Z,False,0,L3,2,0.0,0.0,6.0
7681,L,21445,2015-12-10T16:39:27Z,True,0,L4,3,4.0,0.0,3.0
7682,G,21446,2015-12-10T16:43:36Z,False,0,L3,2,0.0,1.0,6.0
7683,F,21447,2015-12-10T17:32:07Z,False,0,L1,0,0.0,0.0,7.0
7684,I,21448,2015-12-10T19:57:32Z,False,0,L1,0,0.0,0.0,6.0
7685,F,21449,2015-12-10T20:54:35Z,False,0,L5,4,0.0,0.0,7.0
7686,G,21450,2015-12-10T20:57:08Z,False,0,L1,0,0.0,1.0,6.0
7687,C,21451,2015-12-10T22:00:26Z,False,1,L5,4,0.0,25.0,6.0
7688,E,21452,2015-12-10T23:09:32Z,True,0,L1,0,71.0,0.0,6.0
7689,I,21453,2015-12-10T23:16:24Z,False,0,L4,3,0.0,0.0,6.0
7690,H,21454,2015-12-10T23:28:38Z,False,0,L1,0,0.0,0.0,6.0
7691,G,21455,2015-12-10T23:50:24Z,False,0,L4,3,0.0,1.0,6.0
7692,G,21456,2015-12-11T02:06:02Z,False,0,L2,1,0.0,1.0,6.0
7693,I,21457,2015-12-11T02:16:05Z,False,0,L5,4,0.0,0.0,6.0
7694,F,21458,2015-12-11T02:45:06Z,False,0,L3,2,0.0,0.0,7.0
7695,I,21459,2015-12-11T03:22:30Z,False,0,L5,4,0.0,0.0,6.0
7696,G,21460,2015-12-11T06:13:03Z,False,0,L1,0,0.0,1.0,6.0
7697,D,21461,2015-12-11T08:46:15Z,True,0,L1,0,89.0,0.0,6.0
7698,F,21462,2015-12-11T15:58:23Z,False,0,L1,0,0.0,0.0,7.0
7699,I,21463,2015-12-11T16:03:56Z,False,0,L2,1,0.0,0.0,6.0
7700,G,21464,2015-12-11T16:32:22Z,False,0,L1,0,0.0,1.0,6.0
7701,G,21465,2015-12-11T21:33:59Z,False,0,L3,2,0.0,1.0,6.0
7702,C,21466,2015-12-11T22:14:34Z,False,1,L1,0,0.0,26.0,6.0
7703,I,21467,2015-12-11T22:50:54Z,False,0,L1,0,0.0,0.0,6.0
7704,F,21468,2015-12-11T22:52:57Z,False,0,L3,2,0.0,0.0,7.0
7705,H,21469,2015-12-11T23:15:58Z,False,0,L1,0,0.0,0.0,6.0
7706,G,21470,2015-12-11T23:49:20Z,False,0,L1,0,0.0,1.0,6.0
7707,B,21471,2015-12-12T01:09:11Z,True,1,L3,2,75.0,33.0,6.0
7708,G,21472,2015-12-12T01:46:07Z,False,0,L3,2,0.0,1.0,6.0
7709,F,21473,2015-12-12T02:02:41Z,False,0,L6,5,0.0,0.0,7.0
7710,I,21474,2015-12-12T02:30:16Z,False,0,L2,1,0.0,0.0,6.0
7711,H,21475,2015-12-12T02:37:00Z,False,0,L5,4,0.0,0.0,6.0
7712,D,21476,2015-12-12T08:44:33Z,True,0,L1,0,89.0,0.0,6.0
7713,F,21477,2015-12-12T16:20:06Z,False,0,L1,0,0.0,0.0,7.0
7714,E,21478,2015-12-12T16:52:47Z,True,0,L4,3,71.0,0.0,6.0
7715,G,21479,2015-12-12T19:26:45Z,False,0,L1,0,0.0,1.0,6.0
7716,A,21480,2015-12-12T20:49:30Z,True,0,L1,0,59.0,0.0,6.0
7717,H,21481,2015-12-12T20:51:15Z,False,0,L1,0,0.0,0.0,6.0
7718,G,21482,2015-12-12T22:33:56Z,False,0,L5,4,0.0,1.0,6.0
7719,I,21483,2015-12-12T22:35:52Z,False,0,L5,4,0.0,0.0,6.0
7720,F,21484,2015-12-13T00:30:24Z,False,0,L4,3,0.0,0.0,7.0
7721,I,21485,2015-12-13T01:30:52Z,False,0,L1,0,0.0,0.0,6.0
7722,F,21486,2015-12-13T01:33:33Z,False,0,L3,2,0.0,0.0,7.0
7723,H,21487,2015-12-13T02:40:08Z,False,0,L3,2,0.0,0.0,6.0
7724,C,21488,2015-12-13T03:46:29Z,False,1,L4,3,0.0,27.0,6.0
7725,B,21489,2015-12-13T05:33:38Z,True,1,L3,2,75.0,33.0,6.0
7726,F,21490,2015-12-13T07:10:01Z,False,0,L4,3,0.0,0.0,7.0
7727,D,21491,2015-12-13T08:49:41Z,True,0,L1,0,89.0,0.0,6.0
7728,J,21492,2015-12-13T15:10:58Z,True,1,L3,2,0.0,0.0,6.0
7729,C,21493,2015-12-13T16:14:23Z,False,1,L4,3,0.0,28.0,6.0
7730,J,21494,2015-12-13T19:26:08Z,False,0,L1,0,1.0,1.0,6.0
7731,H,21495,2015-12-13T20:00:29Z,False,0,L1,0,0.0,0.0,6.0
7732,I,21496,2015-12-13T20:04:13Z,False,0,L2,1,0.0,0.0,6.0
7733,E,21497,2015-12-13T21:29:09Z,True,0,L1,0,72.0,0.0,6.0
7734,C,21498,2015-12-13T21:33:16Z,False,0,L2,1,0.0,29.0,6.0
7735,B,21499,2015-12-13T21:43:13Z,True,1,L5,4,76.0,34.0,6.0
7736,J,21500,2015-12-13T23:32:25Z,False,0,L4,3,1.0,1.0,6.0
7737,F,21501,2015-12-14T02:09:54Z,False,0,L1,0,0.0,0.0,7.0
7738,I,21502,2015-12-14T02:11:27Z,False,0,L4,3,0.0,0.0,6.0
7739,C,21503,2015-12-14T02:43:16Z,False,1,L6,5,0.0,29.0,6.0
