,traveller_unique_ID,Passage_unique_ID,passage_timestamp,air_mode,referral_to_secondary_ind,location_code,loc_encode,last_90d_air_passage_count,last_90d_referral_count,last_90d_location_count,passage_date,passage_date_month,month
5787,J,19551,2015-07-25T20:35:57Z,False,0,L3,2,0.0,0.0,6.0,2015-07-25,7,7 July
5788,J,19552,2015-07-25T21:59:39Z,False,0,L1,0,0.0,0.0,6.0,2015-07-25,7,7 July
5789,B,19553,2015-07-25T22:15:09Z,True,0,L6,5,37.0,10.0,6.0,2015-07-25,7,7 July
5790,H,19554,2015-07-25T23:16:55Z,False,0,L4,3,0.0,0.0,6.0,2015-07-25,7,7 July
5791,F,19555,2015-07-26T01:00:17Z,False,0,L6,5,0.0,0.0,7.0,2015-07-26,7,7 July
5792,A,19556,2015-07-26T01:07:48Z,True,0,L1,0,53.0,0.0,6.0,2015-07-26,7,7 July
5793,G,19557,2015-07-26T02:38:07Z,False,0,L1,0,0.0,0.0,6.0,2015-07-26,7,7 July
5794,D,19558,2015-07-26T07:58:29Z,True,0,L3,2,68.0,0.0,6.0,2015-07-26,7,7 July
5795,F,19559,2015-07-26T17:49:29Z,False,0,L1,0,0.0,0.0,7.0,2015-07-26,7,7 July
5796,H,19560,2015-07-26T18:55:01Z,False,0,L1,0,0.0,0.0,6.0,2015-07-26,7,7 July
5797,D,19561,2015-07-27T07:16:04Z,True,0,L2,1,68.0,0.0,6.0,2015-07-27,7,7 July
5798,J,19562,2015-07-27T09:07:04Z,False,0,L4,3,0.0,0.0,6.0,2015-07-27,7,7 July
5799,J,19563,2015-07-27T10:36:46Z,False,0,L3,2,0.0,0.0,6.0,2015-07-27,7,7 July
5800,J,19564,2015-07-27T12:01:27Z,False,0,L1,0,0.0,0.0,6.0,2015-07-27,7,7 July
5801,J,19565,2015-07-27T13:51:34Z,False,0,L1,0,0.0,0.0,6.0,2015-07-27,7,7 July
5802,G,19566,2015-07-27T15:53:23Z,False,0,L5,4,0.0,0.0,6.0,2015-07-27,7,7 July
5803,H,19567,2015-07-27T18:26:28Z,False,0,L1,0,0.0,0.0,6.0,2015-07-27,7,7 July
5804,G,19568,2015-07-27T20:34:33Z,False,0,L3,2,0.0,0.0,6.0,2015-07-27,7,7 July
5805,B,19569,2015-07-27T20:56:10Z,True,1,L1,0,38.0,10.0,6.0,2015-07-27,7,7 July
5806,J,19570,2015-07-27T21:32:27Z,False,0,L1,0,0.0,0.0,6.0,2015-07-27,7,7 July
5807,E,19571,2015-07-27T23:42:41Z,True,0,L3,2,76.0,0.0,6.0,2015-07-27,7,7 July
5808,J,19572,2015-07-28T02:07:44Z,False,0,L4,3,0.0,0.0,6.0,2015-07-28,7,7 July
5809,H,19573,2015-07-28T02:51:38Z,False,0,L3,2,0.0,0.0,6.0,2015-07-28,7,7 July
5810,D,19574,2015-07-28T05:46:22Z,True,0,L1,0,69.0,0.0,6.0,2015-07-28,7,7 July
5811,J,19575,2015-07-28T12:30:32Z,False,0,L4,3,0.0,0.0,6.0,2015-07-28,7,7 July
5812,J,19576,2015-07-28T13:43:50Z,False,0,L4,3,0.0,0.0,6.0,2015-07-28,7,7 July
5813,J,19577,2015-07-28T15:52:48Z,False,0,L4,3,0.0,0.0,6.0,2015-07-28,7,7 July
5814,G,19578,2015-07-28T16:53:04Z,False,0,L6,5,0.0,0.0,6.0,2015-07-28,7,7 July
5815,F,19579,2015-07-28T17:16:52Z,False,0,L4,3,0.0,0.0,7.0,2015-07-28,7,7 July
5816,J,19580,2015-07-28T17:42:51Z,False,0,L1,0,0.0,0.0,6.0,2015-07-28,7,7 July
5817,F,19581,2015-07-28T20:29:08Z,False,0,L4,3,0.0,0.0,7.0,2015-07-28,7,7 July
5818,B,19582,2015-07-28T20:52:12Z,True,0,L4,3,39.0,11.0,6.0,2015-07-28,7,7 July
5819,J,19583,2015-07-28T21:36:07Z,False,0,L3,2,0.0,0.0,6.0,2015-07-28,7,7 July
5820,J,19584,2015-07-28T23:07:39Z,False,0,L1,0,0.0,0.0,6.0,2015-07-28,7,7 July
5821,G,19585,2015-07-29T00:43:55Z,False,0,L1,0,0.0,0.0,6.0,2015-07-29,7,7 July
5822,J,19586,2015-07-29T01:26:19Z,False,0,L3,2,0.0,0.0,6.0,2015-07-29,7,7 July
5823,E,19587,2015-07-29T01:44:02Z,True,0,L2,1,74.0,0.0,6.0,2015-07-29,7,7 July
5824,D,19588,2015-07-29T07:46:18Z,True,0,L1,0,70.0,0.0,6.0,2015-07-29,7,7 July
5825,J,19589,2015-07-29T12:34:40Z,False,0,L1,0,0.0,0.0,6.0,2015-07-29,7,7 July
5826,J,19590,2015-07-29T14:07:08Z,False,0,L1,0,0.0,0.0,6.0,2015-07-29,7,7 July
5827,H,19591,2015-07-29T19:33:42Z,False,0,L1,0,0.0,0.0,6.0,2015-07-29,7,7 July
5828,G,19592,2015-07-29T21:03:17Z,False,0,L3,2,0.0,0.0,6.0,2015-07-29,7,7 July
5829,J,19593,2015-07-29T21:32:04Z,False,0,L1,0,0.0,0.0,6.0,2015-07-29,7,7 July
5830,F,19594,2015-07-29T22:05:33Z,False,0,L1,0,0.0,0.0,7.0,2015-07-29,7,7 July
5831,J,19595,2015-07-29T22:45:21Z,False,0,L6,5,0.0,0.0,6.0,2015-07-29,7,7 July
5832,E,19596,2015-07-30T00:29:42Z,True,0,L1,0,75.0,0.0,6.0,2015-07-30,7,7 July
5833,L,19597,2015-07-30T00:43:08Z,True,0,L3,2,3.0,0.0,2.0,2015-07-30,7,7 July
5834,H,19598,2015-07-30T03:36:21Z,False,0,L1,0,0.0,0.0,6.0,2015-07-30,7,7 July
5835,D,19599,2015-07-30T07:49:46Z,True,0,L4,3,71.0,0.0,6.0,2015-07-30,7,7 July
5836,J,19600,2015-07-30T14:15:32Z,False,0,L2,1,0.0,0.0,6.0,2015-07-30,7,7 July
5837,F,19601,2015-07-30T14:35:05Z,False,0,L1,0,0.0,0.0,7.0,2015-07-30,7,7 July
5838,G,19602,2015-07-30T16:47:45Z,False,0,L4,3,0.0,0.0,6.0,2015-07-30,7,7 July
5839,H,19603,2015-07-30T20:30:52Z,False,0,L4,3,0.0,0.0,6.0,2015-07-30,7,7 July
5840,J,19604,2015-07-30T23:31:59Z,False,0,L4,3,0.0,0.0,6.0,2015-07-30,7,7 July
5841,E,19605,2015-07-31T00:27:58Z,True,0,L1,0,76.0,0.0,6.0,2015-07-31,7,7 July
5842,B,19606,2015-07-31T01:55:44Z,True,0,L5,4,39.0,10.0,6.0,2015-07-31,7,7 July
5843,F,19607,2015-07-31T01:57:51Z,False,0,L2,1,0.0,0.0,7.0,2015-07-31,7,7 July
5844,G,19608,2015-07-31T02:15:06Z,False,0,L4,3,0.0,0.0,6.0,2015-07-31,7,7 July
5845,D,19609,2015-07-31T07:46:25Z,True,0,L3,2,71.0,0.0,6.0,2015-07-31,7,7 July
5846,J,19610,2015-07-31T12:28:40Z,False,0,L1,0,0.0,0.0,6.0,2015-07-31,7,7 July
5847,J,19611,2015-07-31T13:55:10Z,False,0,L1,0,0.0,0.0,6.0,2015-07-31,7,7 July
5848,F,19612,2015-07-31T16:20:17Z,False,0,L4,3,0.0,0.0,7.0,2015-07-31,7,7 July
5849,H,19613,2015-07-31T17:37:24Z,False,0,L1,0,0.0,0.0,6.0,2015-07-31,7,7 July
5850,B,19614,2015-07-31T19:47:50Z,True,0,L1,0,40.0,10.0,6.0,2015-07-31,7,7 July
5851,J,19615,2015-07-31T21:31:19Z,False,0,L5,4,0.0,0.0,6.0,2015-07-31,7,7 July
5852,G,19616,2015-07-31T21:32:50Z,True,0,L1,0,0.0,0.0,6.0,2015-07-31,7,7 July
5853,J,19617,2015-07-31T23:06:14Z,True,0,L1,0,0.0,0.0,6.0,2015-07-31,7,7 July
5854,E,19618,2015-07-31T23:44:54Z,True,0,L1,0,77.0,0.0,6.0,2015-07-31,7,7 July
5855,B,19619,2015-08-01T04:13:23Z,True,0,L4,3,41.0,10.0,6.0,2015-08-01,8,8 August
5856,F,19620,2015-08-01T19:13:44Z,False,0,L3,2,0.0,0.0,7.0,2015-08-01,8,8 August
5857,J,19621,2015-08-01T21:39:33Z,False,0,L1,0,1.0,0.0,6.0,2015-08-01,8,8 August
5858,E,19622,2015-08-02T01:53:40Z,True,0,L6,5,74.0,0.0,6.0,2015-08-02,8,8 August
5859,D,19623,2015-08-02T07:49:02Z,True,0,L4,3,72.0,0.0,6.0,2015-08-02,8,8 August
5860,I,19624,2015-08-02T08:57:46Z,True,0,L3,2,0.0,1.0,6.0,2015-08-02,8,8 August
5861,I,19625,2015-08-02T18:34:13Z,False,0,L4,3,1.0,1.0,6.0,2015-08-02,8,8 August
5862,F,19626,2015-08-03T01:37:34Z,False,0,L6,5,0.0,0.0,7.0,2015-08-03,8,8 August
5863,I,19627,2015-08-03T03:33:34Z,False,0,L5,4,1.0,1.0,6.0,2015-08-03,8,8 August
5864,E,19628,2015-08-03T03:57:15Z,True,0,L4,3,74.0,0.0,6.0,2015-08-03,8,8 August
5865,J,19629,2015-08-03T09:35:29Z,False,0,L4,3,1.0,0.0,6.0,2015-08-03,8,8 August
5866,J,19630,2015-08-03T10:28:23Z,False,0,L1,0,1.0,0.0,6.0,2015-08-03,8,8 August
5867,J,19631,2015-08-03T11:24:02Z,False,0,L4,3,1.0,0.0,6.0,2015-08-03,8,8 August
5868,J,19632,2015-08-03T14:51:54Z,False,0,L5,4,1.0,0.0,6.0,2015-08-03,8,8 August
5869,F,19633,2015-08-03T16:46:28Z,False,0,L5,4,0.0,0.0,7.0,2015-08-03,8,8 August
5870,I,19634,2015-08-03T16:51:08Z,False,0,L1,0,1.0,1.0,6.0,2015-08-03,8,8 August
5871,B,19635,2015-08-03T18:44:02Z,True,1,L4,3,42.0,10.0,6.0,2015-08-03,8,8 August
5872,J,19636,2015-08-03T21:31:31Z,False,0,L1,0,1.0,0.0,6.0,2015-08-03,8,8 August
5873,H,19637,2015-08-03T22:24:23Z,False,0,L4,3,0.0,0.0,6.0,2015-08-03,8,8 August
5874,J,19638,2015-08-03T22:51:27Z,False,0,L1,0,1.0,0.0,6.0,2015-08-03,8,8 August
5875,A,19639,2015-08-04T01:42:46Z,True,0,L4,3,47.0,0.0,6.0,2015-08-04,8,8 August
5876,D,19640,2015-08-04T03:48:26Z,True,0,L1,0,73.0,0.0,6.0,2015-08-04,8,8 August
5877,I,19641,2015-08-04T03:55:46Z,False,0,L1,0,1.0,1.0,6.0,2015-08-04,8,8 August
5878,B,19642,2015-08-04T07:43:24Z,True,1,L1,0,42.0,11.0,6.0,2015-08-04,8,8 August
5879,G,19643,2015-08-04T13:29:00Z,False,0,L2,1,1.0,0.0,6.0,2015-08-04,8,8 August
5880,F,19644,2015-08-04T14:48:38Z,False,0,L4,3,0.0,0.0,7.0,2015-08-04,8,8 August
5881,J,19645,2015-08-04T16:45:41Z,False,0,L1,0,1.0,0.0,6.0,2015-08-04,8,8 August
5882,I,19646,2015-08-04T17:28:31Z,False,0,L1,0,1.0,1.0,6.0,2015-08-04,8,8 August
5883,F,19647,2015-08-04T17:52:02Z,True,0,L1,0,0.0,0.0,7.0,2015-08-04,8,8 August
5884,H,19648,2015-08-04T18:26:44Z,False,0,L1,0,0.0,0.0,6.0,2015-08-04,8,8 August
5885,B,19649,2015-08-04T18:32:10Z,True,0,L1,0,43.0,12.0,6.0,2015-08-04,8,8 August
5886,A,19650,2015-08-04T18:59:48Z,True,0,L1,0,48.0,0.0,6.0,2015-08-04,8,8 August
5887,G,19651,2015-08-04T19:03:03Z,False,0,L1,0,1.0,0.0,6.0,2015-08-04,8,8 August
5888,H,19652,2015-08-04T21:46:08Z,False,0,L1,0,0.0,0.0,6.0,2015-08-04,8,8 August
5889,E,19653,2015-08-04T23:29:03Z,True,0,L1,0,75.0,0.0,6.0,2015-08-04,8,8 August
5890,H,19654,2015-08-04T23:37:19Z,False,0,L5,4,0.0,0.0,6.0,2015-08-04,8,8 August
5891,G,19655,2015-08-05T00:29:04Z,False,0,L5,4,1.0,0.0,6.0,2015-08-05,8,8 August
5892,G,19656,2015-08-05T02:29:19Z,False,0,L3,2,1.0,0.0,6.0,2015-08-05,8,8 August
5893,G,19657,2015-08-05T04:04:22Z,False,0,L1,0,1.0,0.0,6.0,2015-08-05,8,8 August
5894,D,19658,2015-08-05T05:54:51Z,True,0,L1,0,73.0,0.0,6.0,2015-08-05,8,8 August
5895,J,19659,2015-08-05T12:28:58Z,False,0,L4,3,1.0,0.0,6.0,2015-08-05,8,8 August
5896,J,19660,2015-08-05T14:04:01Z,False,0,L1,0,1.0,0.0,6.0,2015-08-05,8,8 August
5897,F,19661,2015-08-05T16:09:14Z,False,0,L1,0,1.0,0.0,7.0,2015-08-05,8,8 August
5898,G,19662,2015-08-05T17:37:43Z,False,0,L4,3,1.0,0.0,6.0,2015-08-05,8,8 August
5899,I,19663,2015-08-05T18:54:47Z,False,0,L1,0,1.0,1.0,6.0,2015-08-05,8,8 August
5900,H,19664,2015-08-05T19:36:29Z,False,1,L1,0,0.0,0.0,6.0,2015-08-05,8,8 August
5901,J,19665,2015-08-05T21:36:43Z,False,0,L4,3,1.0,0.0,6.0,2015-08-05,8,8 August
5902,B,19666,2015-08-05T22:06:27Z,True,0,L1,0,44.0,12.0,6.0,2015-08-05,8,8 August
5903,J,19667,2015-08-05T22:50:43Z,False,0,L4,3,1.0,0.0,6.0,2015-08-05,8,8 August
5904,H,19668,2015-08-05T23:19:42Z,False,0,L1,0,0.0,1.0,6.0,2015-08-05,8,8 August
5905,C,19669,2015-08-05T23:38:41Z,False,0,L2,1,,,,2015-08-05,8,8 August
5906,E,19670,2015-08-06T00:22:14Z,True,0,L2,1,74.0,0.0,6.0,2015-08-06,8,8 August
5907,G,19671,2015-08-06T00:40:22Z,False,0,L3,2,1.0,0.0,6.0,2015-08-06,8,8 August
5908,F,19672,2015-08-06T02:20:37Z,False,0,L5,4,1.0,0.0,7.0,2015-08-06,8,8 August
5909,D,19673,2015-08-06T05:47:58Z,True,0,L4,3,73.0,0.0,6.0,2015-08-06,8,8 August
5910,J,19674,2015-08-06T15:57:26Z,False,0,L4,3,1.0,0.0,6.0,2015-08-06,8,8 August
5911,I,19675,2015-08-06T17:49:58Z,False,0,L1,0,1.0,1.0,6.0,2015-08-06,8,8 August
5912,B,19676,2015-08-06T19:31:12Z,True,0,L4,3,44.0,11.0,6.0,2015-08-06,8,8 August
5913,G,19677,2015-08-06T19:38:53Z,False,0,L1,0,1.0,0.0,6.0,2015-08-06,8,8 August
5914,H,19678,2015-08-06T20:40:01Z,False,0,L1,0,0.0,1.0,6.0,2015-08-06,8,8 August
5915,I,19679,2015-08-06T21:27:18Z,False,0,L3,2,1.0,1.0,6.0,2015-08-06,8,8 August
5916,J,19680,2015-08-06T21:55:52Z,False,0,L3,2,1.0,0.0,6.0,2015-08-06,8,8 August
5917,G,19681,2015-08-06T23:57:10Z,False,0,L1,0,1.0,0.0,6.0,2015-08-06,8,8 August
5918,G,19682,2015-08-07T01:58:51Z,False,0,L1,0,1.0,0.0,6.0,2015-08-07,8,8 August
5919,E,19683,2015-08-07T02:07:12Z,True,0,L1,0,75.0,0.0,6.0,2015-08-07,8,8 August
5920,G,19684,2015-08-07T03:43:59Z,False,0,L1,0,1.0,0.0,6.0,2015-08-07,8,8 August
5921,D,19685,2015-08-07T05:46:10Z,True,0,L4,3,73.0,0.0,6.0,2015-08-07,8,8 August
5922,J,19686,2015-08-07T12:29:25Z,False,0,L2,1,1.0,0.0,6.0,2015-08-07,8,8 August
5923,J,19687,2015-08-07T14:51:22Z,False,0,L2,1,1.0,0.0,6.0,2015-08-07,8,8 August
5924,G,19688,2015-08-07T16:01:17Z,False,0,L1,0,1.0,0.0,6.0,2015-08-07,8,8 August
5925,J,19689,2015-08-07T17:01:22Z,False,0,L2,1,1.0,0.0,6.0,2015-08-07,8,8 August
5926,F,19690,2015-08-07T17:13:16Z,False,0,L1,0,1.0,0.0,7.0,2015-08-07,8,8 August
5927,I,19691,2015-08-07T17:54:53Z,False,0,L1,0,1.0,1.0,6.0,2015-08-07,8,8 August
5928,B,19692,2015-08-07T19:19:29Z,True,0,L4,3,44.0,10.0,6.0,2015-08-07,8,8 August
5929,G,19693,2015-08-07T19:42:18Z,False,0,L2,1,1.0,0.0,6.0,2015-08-07,8,8 August
5930,H,19694,2015-08-07T20:26:42Z,False,0,L3,2,0.0,1.0,6.0,2015-08-07,8,8 August
5931,J,19695,2015-08-07T21:36:40Z,False,0,L6,5,1.0,0.0,6.0,2015-08-07,8,8 August
5932,G,19696,2015-08-07T22:14:04Z,False,0,L2,1,1.0,0.0,6.0,2015-08-07,8,8 August
5933,J,19697,2015-08-07T22:48:33Z,False,0,L4,3,1.0,0.0,6.0,2015-08-07,8,8 August
5934,H,19698,2015-08-07T22:53:39Z,False,0,L1,0,0.0,1.0,6.0,2015-08-07,8,8 August
5935,I,19699,2015-08-07T23:07:09Z,False,0,L4,3,1.0,1.0,6.0,2015-08-07,8,8 August
5936,G,19700,2015-08-08T01:13:43Z,False,0,L1,0,1.0,0.0,6.0,2015-08-08,8,8 August
5937,E,19701,2015-08-08T03:03:30Z,True,0,L4,3,75.0,0.0,6.0,2015-08-08,8,8 August
5938,G,19702,2015-08-08T14:32:28Z,False,0,L2,1,1.0,0.0,6.0,2015-08-08,8,8 August
5939,G,19703,2015-08-08T17:42:59Z,False,0,L2,1,1.0,0.0,6.0,2015-08-08,8,8 August
5940,H,19704,2015-08-08T18:37:14Z,False,0,L1,0,0.0,1.0,6.0,2015-08-08,8,8 August
5941,H,19705,2015-08-09T01:26:15Z,False,0,L1,0,0.0,1.0,6.0,2015-08-09,8,8 August
5942,D,19706,2015-08-09T01:57:57Z,True,0,L3,2,72.0,0.0,6.0,2015-08-09,8,8 August
5943,F,19707,2015-08-09T03:15:41Z,False,0,L1,0,1.0,0.0,7.0,2015-08-09,8,8 August
5944,E,19708,2015-08-09T03:43:15Z,True,0,L3,2,75.0,0.0,6.0,2015-08-09,8,8 August
5945,B,19709,2015-08-09T04:45:46Z,True,1,L1,0,44.0,10.0,6.0,2015-08-09,8,8 August
5946,F,19710,2015-08-09T16:34:27Z,False,0,L2,1,1.0,0.0,7.0,2015-08-09,8,8 August
5947,A,19711,2015-08-09T18:11:53Z,True,0,L2,1,49.0,0.0,6.0,2015-08-09,8,8 August
5948,H,19712,2015-08-09T18:29:32Z,False,0,L5,4,0.0,1.0,6.0,2015-08-09,8,8 August
5949,F,19713,2015-08-10T02:05:32Z,False,0,L3,2,1.0,0.0,7.0,2015-08-10,8,8 August
5950,E,19714,2015-08-10T03:35:07Z,True,0,L4,3,75.0,0.0,6.0,2015-08-10,8,8 August
5951,D,19715,2015-08-10T05:23:17Z,True,0,L1,0,73.0,0.0,6.0,2015-08-10,8,8 August
5952,J,19716,2015-08-10T09:22:59Z,False,0,L1,0,1.0,0.0,6.0,2015-08-10,8,8 August
5953,J,19717,2015-08-10T10:38:25Z,False,0,L1,0,1.0,0.0,6.0,2015-08-10,8,8 August
5954,J,19718,2015-08-10T11:55:57Z,False,0,L4,3,1.0,0.0,6.0,2015-08-10,8,8 August
5955,E,19719,2015-08-10T12:30:54Z,True,0,L2,1,76.0,0.0,6.0,2015-08-10,8,8 August
5956,G,19720,2015-08-10T14:26:08Z,False,0,L5,4,1.0,0.0,6.0,2015-08-10,8,8 August
5957,J,19721,2015-08-10T14:42:59Z,False,0,L1,0,1.0,0.0,6.0,2015-08-10,8,8 August
5958,F,19722,2015-08-10T16:31:14Z,False,0,L2,1,1.0,0.0,7.0,2015-08-10,8,8 August
5959,H,19723,2015-08-10T20:12:29Z,False,0,L4,3,0.0,1.0,6.0,2015-08-10,8,8 August
5960,F,19724,2015-08-10T20:33:55Z,False,0,L3,2,1.0,0.0,7.0,2015-08-10,8,8 August
5961,G,19725,2015-08-10T21:05:49Z,False,0,L6,5,1.0,0.0,6.0,2015-08-10,8,8 August
5962,A,19726,2015-08-10T21:21:07Z,True,0,L1,0,50.0,0.0,6.0,2015-08-10,8,8 August
5963,J,19727,2015-08-10T21:32:47Z,False,0,L3,2,1.0,0.0,6.0,2015-08-10,8,8 August
5964,F,19728,2015-08-10T21:58:33Z,False,0,L4,3,1.0,0.0,7.0,2015-08-10,8,8 August
5965,J,19729,2015-08-10T22:52:38Z,False,0,L4,3,1.0,0.0,6.0,2015-08-10,8,8 August
5966,G,19730,2015-08-10T23:04:49Z,False,0,L1,0,1.0,0.0,6.0,2015-08-10,8,8 August
5967,B,19731,2015-08-10T23:12:12Z,True,0,L1,0,45.0,11.0,6.0,2015-08-10,8,8 August
5968,E,19732,2015-08-10T23:48:27Z,True,0,L1,0,77.0,0.0,6.0,2015-08-10,8,8 August
5969,G,19733,2015-08-11T00:59:00Z,False,0,L3,2,1.0,0.0,6.0,2015-08-11,8,8 August
5970,F,19734,2015-08-11T02:43:10Z,False,0,L1,0,1.0,0.0,7.0,2015-08-11,8,8 August
5971,G,19735,2015-08-11T03:15:45Z,False,0,L2,1,1.0,0.0,6.0,2015-08-11,8,8 August
5972,D,19736,2015-08-11T03:46:49Z,True,0,L2,1,73.0,0.0,6.0,2015-08-11,8,8 August
5973,F,19737,2015-08-11T15:36:38Z,False,0,L4,3,1.0,0.0,7.0,2015-08-11,8,8 August
5974,G,19738,2015-08-11T19:59:04Z,False,0,L4,3,1.0,0.0,6.0,2015-08-11,8,8 August
5975,H,19739,2015-08-11T20:04:40Z,False,0,L4,3,0.0,1.0,6.0,2015-08-11,8,8 August
5976,B,19740,2015-08-11T20:46:21Z,True,0,L6,5,46.0,11.0,6.0,2015-08-11,8,8 August
5977,E,19741,2015-08-11T22:39:11Z,True,0,L1,0,78.0,0.0,6.0,2015-08-11,8,8 August
5978,F,19742,2015-08-11T23:23:00Z,False,0,L1,0,1.0,0.0,7.0,2015-08-11,8,8 August
5979,G,19743,2015-08-11T23:35:35Z,False,0,L4,3,1.0,0.0,6.0,2015-08-11,8,8 August
5980,F,19744,2015-08-12T01:11:45Z,False,0,L1,0,1.0,0.0,7.0,2015-08-12,8,8 August
5981,G,19745,2015-08-12T01:22:29Z,False,0,L5,4,1.0,0.0,6.0,2015-08-12,8,8 August
5982,E,19746,2015-08-12T01:47:42Z,True,0,L5,4,77.0,0.0,6.0,2015-08-12,8,8 August
5983,G,19747,2015-08-12T03:39:18Z,False,0,L4,3,1.0,0.0,6.0,2015-08-12,8,8 August
5984,G,19748,2015-08-12T05:46:10Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
5985,D,19749,2015-08-12T05:47:57Z,True,0,L2,1,73.0,0.0,6.0,2015-08-12,8,8 August
5986,J,19750,2015-08-12T12:31:19Z,False,0,L6,5,1.0,0.0,6.0,2015-08-12,8,8 August
5987,G,19751,2015-08-12T13:26:47Z,False,0,L5,4,1.0,0.0,6.0,2015-08-12,8,8 August
5988,J,19752,2015-08-12T13:53:22Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
5989,F,19753,2015-08-12T15:10:02Z,False,0,L1,0,1.0,0.0,7.0,2015-08-12,8,8 August
5990,A,19754,2015-08-12T17:22:29Z,True,0,L1,0,51.0,0.0,6.0,2015-08-12,8,8 August
5991,G,19755,2015-08-12T18:10:26Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
5992,H,19756,2015-08-12T18:10:52Z,False,0,L4,3,0.0,1.0,6.0,2015-08-12,8,8 August
5993,F,19757,2015-08-12T19:36:15Z,False,0,L4,3,1.0,0.0,7.0,2015-08-12,8,8 August
5994,B,19758,2015-08-12T19:59:20Z,True,0,L1,0,46.0,10.0,6.0,2015-08-12,8,8 August
5995,E,19759,2015-08-12T20:15:06Z,True,0,L3,2,78.0,0.0,6.0,2015-08-12,8,8 August
5996,H,19760,2015-08-12T20:22:26Z,False,0,L4,3,0.0,1.0,6.0,2015-08-12,8,8 August
5997,G,19761,2015-08-12T20:39:50Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
5998,J,19762,2015-08-12T21:34:39Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
5999,A,19763,2015-08-12T22:34:14Z,True,0,L1,0,52.0,0.0,6.0,2015-08-12,8,8 August
6000,J,19764,2015-08-12T22:45:08Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
6001,H,19765,2015-08-12T22:51:29Z,False,0,L4,3,0.0,1.0,6.0,2015-08-12,8,8 August
6002,G,19766,2015-08-12T23:38:18Z,False,0,L1,0,1.0,0.0,6.0,2015-08-12,8,8 August
6003,E,19767,2015-08-13T01:42:46Z,True,0,L1,0,78.0,0.0,6.0,2015-08-13,8,8 August
6004,I,19768,2015-08-13T03:19:12Z,False,0,L1,0,1.0,1.0,6.0,2015-08-13,8,8 August
6005,D,19769,2015-08-13T05:48:32Z,True,0,L1,0,73.0,0.0,6.0,2015-08-13,8,8 August
6006,J,19770,2015-08-13T13:51:25Z,False,0,L1,0,1.0,0.0,6.0,2015-08-13,8,8 August
6007,F,19771,2015-08-13T16:40:07Z,False,0,L5,4,1.0,0.0,7.0,2015-08-13,8,8 August
6008,I,19772,2015-08-13T17:20:55Z,False,0,L2,1,1.0,1.0,6.0,2015-08-13,8,8 August
6009,B,19773,2015-08-13T17:41:26Z,True,0,L1,0,47.0,10.0,6.0,2015-08-13,8,8 August
6010,G,19774,2015-08-13T17:59:38Z,False,0,L1,0,1.0,0.0,6.0,2015-08-13,8,8 August
6011,F,19775,2015-08-13T18:32:26Z,False,0,L1,0,1.0,0.0,7.0,2015-08-13,8,8 August
6012,H,19776,2015-08-13T20:30:02Z,False,0,L2,1,0.0,1.0,6.0,2015-08-13,8,8 August
6013,G,19777,2015-08-13T20:58:17Z,False,0,L2,1,1.0,0.0,6.0,2015-08-13,8,8 August
6014,J,19778,2015-08-13T21:31:10Z,False,0,L1,0,1.0,0.0,6.0,2015-08-13,8,8 August
6015,H,19779,2015-08-13T22:31:22Z,False,0,L1,0,0.0,1.0,6.0,2015-08-13,8,8 August
6016,J,19780,2015-08-13T22:34:53Z,False,0,L5,4,1.0,0.0,6.0,2015-08-13,8,8 August
6017,E,19781,2015-08-13T22:54:03Z,True,0,L1,0,79.0,0.0,6.0,2015-08-13,8,8 August
6018,G,19782,2015-08-13T23:18:36Z,False,0,L1,0,1.0,0.0,6.0,2015-08-13,8,8 August
6019,A,19783,2015-08-14T00:03:14Z,True,0,L1,0,51.0,0.0,6.0,2015-08-14,8,8 August
6020,F,19784,2015-08-14T01:14:58Z,False,0,L4,3,1.0,0.0,7.0,2015-08-14,8,8 August
6021,H,19785,2015-08-14T02:04:00Z,False,0,L3,2,0.0,1.0,6.0,2015-08-14,8,8 August
6022,G,19786,2015-08-14T02:13:19Z,False,0,L5,4,1.0,0.0,6.0,2015-08-14,8,8 August
6023,B,19787,2015-08-14T02:44:08Z,True,0,L1,0,48.0,10.0,6.0,2015-08-14,8,8 August
6024,D,19788,2015-08-14T03:52:19Z,True,0,L1,0,73.0,0.0,6.0,2015-08-14,8,8 August
6025,G,19789,2015-08-14T04:46:14Z,False,0,L3,2,1.0,0.0,6.0,2015-08-14,8,8 August
6026,J,19790,2015-08-14T12:29:43Z,False,0,L4,3,1.0,0.0,6.0,2015-08-14,8,8 August
6027,D,19791,2015-08-14T14:11:36Z,True,0,L1,0,74.0,0.0,6.0,2015-08-14,8,8 August
6028,J,19792,2015-08-14T14:13:43Z,False,0,L4,3,1.0,0.0,6.0,2015-08-14,8,8 August
6029,A,19793,2015-08-14T15:54:54Z,True,0,L4,3,52.0,0.0,6.0,2015-08-14,8,8 August
6030,F,19794,2015-08-14T16:06:39Z,False,0,L1,0,1.0,0.0,7.0,2015-08-14,8,8 August
